eps,eps_pixel,sample_index,label,original_prediction,hira_ranpac_prediction,original_clean_margin,hira_ranpac_clean_mixed_margin,original_clean_toplogit_norm_margin,hira_ranpac_clean_mixed_toplogit_norm_margin,original_clean_prob_margin,hira_ranpac_clean_mixed_prob_margin,original_adv_margin,hira_ranpac_adv_mixed_margin,hira_baseline_branch_adv_margin,ranpac_branch_adv_margin,margin_delta_hira_ranpac_minus_original,original_adv_toplogit_norm_margin,hira_ranpac_adv_mixed_toplogit_norm_margin,hira_baseline_branch_adv_toplogit_norm_margin,ranpac_branch_adv_toplogit_norm_margin,toplogit_norm_margin_delta_hira_ranpac_minus_original,original_adv_prob_margin,hira_ranpac_adv_mixed_prob_margin,hira_baseline_branch_adv_prob_margin,ranpac_branch_adv_prob_margin,prob_margin_delta_hira_ranpac_minus_original,original_feature_drift,hira_penultimate_drift,ranpac_projected_drift,original_absolute_feature_drift,hira_penultimate_absolute_drift,ranpac_projected_absolute_drift,original_input_l2_perturbation,hira_ranpac_input_l2_perturbation,original_lipschitz_sensitivity,hira_penultimate_lipschitz_sensitivity,ranpac_projected_lipschitz_sensitivity,original_centroid_ratio,ranpac_projected_centroid_ratio,original_knn_true_label_frac_at_10,ranpac_projected_knn_true_label_frac_at_10,is_rescue_case
0.0,0.0,2067,41,44,41,-0.009610652923583984,0.023354291915893555,-0.0012665973044931889,0.005819006357342005,-0.0030637383460998535,0.0010420158505439758,-0.009610652923583984,0.023354291915893555,0.009630203247070312,0.037078678607940674,0.03296494483947754,-0.0012665973044931889,0.005819006357342005,0.0012403889559209347,0.1409604400396347,0.007085603661835194,-0.0030637383460998535,0.0010420158505439758,0.003237396478652954,4.728639032691717e-05,0.004105754196643829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7613770961761475,0.8481996059417725,1.0,1.0,1
0.0,0.0,21511,430,541,430,-0.04277467727661133,0.0007116794586181641,-0.006396061275154352,0.00019337037520017475,-0.011704325675964355,2.468004822731018e-05,-0.04277467727661133,0.0007116794586181641,-0.07956266403198242,0.08098605275154114,0.04348635673522949,-0.006396061275154352,0.00019337037520017475,-0.011158344335854053,0.26122403144836426,0.006589431781321764,-0.011704325675964355,2.468004822731018e-05,-0.02535116672515869,0.00010591873433440924,0.011729005724191666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8418816328048706,0.9155440330505371,1.0,1.0,1
0.0,0.0,24416,488,600,488,-0.004048824310302734,0.14763951301574707,-0.0005879992968402803,0.04196109622716904,-0.0010916590690612793,0.004089785739779472,-0.004048824310302734,0.14763951301574707,0.23895645141601562,0.05632254481315613,0.1516883373260498,-0.0005879992968402803,0.04196109622716904,0.035803597420454025,0.15520945191383362,0.042549096047878265,-0.0010916590690612793,0.004089785739779472,0.05656573176383972,7.863168139010668e-05,0.005181444808840752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.729499876499176,0.8188623189926147,1.0,1.0,1
0.0,0.0,29857,597,464,597,-0.0488886833190918,0.11519670486450195,-0.006827703211456537,0.029774747788906097,-0.012772917747497559,0.004182837903499603,-0.0488886833190918,0.11519670486450195,0.10415124893188477,0.12624230980873108,0.16408538818359375,-0.006827703211456537,0.029774747788906097,0.014050808735191822,0.3879534602165222,0.0366024523973465,-0.012772917747497559,0.004182837903499603,0.029092639684677124,0.0001639563124626875,0.016955755650997162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8103410005569458,0.8988252282142639,1.0,1.0,1
0.0,0.0,45671,913,780,913,-0.051924705505371094,0.0677490234375,-0.006451232824474573,0.015911122784018517,-0.01576364040374756,0.0037053152918815613,-0.051924705505371094,0.0677490234375,0.12715911865234375,-0.00812181830406189,0.1196737289428711,-0.006451232824474573,0.015911122784018517,0.015494091436266899,-0.025611858814954758,0.022362355142831802,-0.01576364040374756,0.0037053152918815613,0.04042556881904602,-1.1093216016888618e-05,0.01946895569562912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.698756992816925,0.7942637801170349,1.0,1.0,1
0.00392156862745098,1.0,13255,265,219,265,0.4491128921508789,0.34381103515625,0.06347887217998505,0.0913918986916542,0.09459622204303741,0.010632641613483429,-0.19467782974243164,0.02620863914489746,0.08045339584350586,-0.0564703494310379,0.2208864688873291,-0.02822667546570301,0.007347630336880684,0.011583817191421986,-0.23044779896736145,0.035574305802583694,-0.03977908194065094,0.0007804892957210541,0.01684674620628357,-7.006723899394274e-05,0.040559571236371994,0.06475667655467987,0.059282369911670685,0.059060852974653244,0.6087706089019775,0.5640429854393005,40.2248420715332,1.507819652557373,1.5074838399887085,0.40374231338500977,0.37416186928749084,26.68343162536621,0.6746191382408142,0.7620411515235901,1.0,1.0,1
0.00392156862745098,1.0,20729,414,464,414,0.48149871826171875,0.7337133884429932,0.06970630586147308,0.1874435842037201,0.11118035018444061,0.021815519779920578,-0.034487247467041016,0.48285508155822754,0.9091529846191406,0.056557103991508484,0.5173423290252686,-0.005280714016407728,0.13072150945663452,0.126644566655159,0.2709166407585144,0.13600222766399384,-0.007475525140762329,0.013047900050878525,0.21075758337974548,6.767199374735355e-05,0.020523425191640854,0.04542681202292442,0.04496924579143524,0.04595397785305977,0.6046255826950073,0.6223924160003662,44.922786712646484,1.5060902833938599,1.5073888301849365,0.40145373344421387,0.4128943979740143,29.801725387573242,0.9198228716850281,0.9281482100486755,0.9,0.9,1
0.00392156862745098,1.0,24416,488,600,488,-0.004048824310302734,0.14763951301574707,-0.0005879992968402803,0.04196109622716904,-0.0010916590690612793,0.004089785739779472,-0.12072086334228516,0.11068177223205566,0.1707897186279297,0.0505734384059906,0.23140263557434082,-0.017484037205576897,0.03193442150950432,0.025968726724386215,0.14243215322494507,0.049418456852436066,-0.03170888125896454,0.002964172512292862,0.0388716459274292,7.025583181530237e-05,0.0346730537712574,0.018665878102183342,0.01961400732398033,0.020446643233299255,0.19960139691829681,0.20072387158870697,14.42431354522705,1.5082987546920776,1.5131969451904297,0.13233545422554016,0.13264887034893036,9.532343864440918,0.7324700951576233,0.8208615183830261,1.0,1.0,1
0.00392156862745098,1.0,29853,597,464,597,0.2968568801879883,0.2646331787109375,0.0432453416287899,0.07103020697832108,0.08381767570972443,0.008686359971761703,-0.11688232421875,0.04573464393615723,0.03481483459472656,0.05665430426597595,0.16261696815490723,-0.017323842272162437,0.012749865651130676,0.005104154348373413,0.1603776067495346,0.030073707923293114,-0.032609254121780396,0.0014563016593456268,0.010125279426574707,7.831596303731203e-05,0.03406555578112602,0.03994525596499443,0.03850044310092926,0.040120042860507965,0.36609989404678345,0.36476266384124756,26.518510818481445,1.5106972455978394,1.5080386400222778,0.2423383593559265,0.24187885224819183,17.584768295288086,0.7518507838249207,0.8493649959564209,1.0,1.0,1
0.00392156862745098,1.0,40118,802,450,802,0.2384014129638672,0.13216161727905273,0.029630327597260475,0.03138843923807144,0.0897214412689209,0.0069547295570373535,-0.04473400115966797,0.009374618530273438,-0.07629632949829102,0.09504547715187073,0.054108619689941406,-0.00568859837949276,0.0023005097173154354,-0.00965055450797081,0.2966182827949524,0.007989108562469482,-0.016414493322372437,0.00045868009328842163,-0.0279272198677063,0.00012475240509957075,0.016873173415660858,0.04577931761741638,0.058881644159555435,0.05948344245553017,0.45676401257514954,0.6118661165237427,43.325340270996094,1.4936585426330566,1.5003764629364014,0.3058021664619446,0.407808393239975,28.876312255859375,0.7177588939666748,0.8514124155044556,1.0,1.0,1
